,region,ISO_3_codes,year,value
706,Nigeria,NGA,1962,47029818
707,Nicaragua,NIC,1962,1887426
708,Netherlands,NLD,1962,11805689
709,Norway,NOR,1962,3638918
710,Nepal,NPL,1962,10433147
711,Nauru,NRU,1962,4942
712,New Zealand,NZL,1962,2482000
713,OECD members,OED,1962,832204126
714,Oman,OMN,1962,578827
715,Other small states,OSS,1962,9485194
716,Pakistan,PAK,1962,47198886
717,Panama,PAN,1962,1202447
718,Peru,PER,1962,10749463
719,Philippines,PHL,1962,28077345
720,Palau,PLW,1962,10329
721,Papua New Guinea,PNG,1962,2340349
722,Poland,POL,1962,30308500
723,Pre-demographic dividend,PRE,1962,196349130
724,Puerto Rico,PRI,1962,2450322
725,"Korea, Dem. People's Rep.",PRK,1962,11871726
726,Portugal,PRT,1962,8993985
727,Paraguay,PRY,1962,2006675
728,West Bank and Gaza,PSE,1962,
729,Pacific island small states,PSS,1962,923320
730,Post-demographic dividend,PST,1962,773856028
731,French Polynesia,PYF,1962,83652
732,Qatar,QAT,1962,56266
733,Romania,ROU,1962,18676550
734,Russian Federation,RUS,1962,122591000
735,Rwanda,RWA,1962,3052937
736,South Asia,SAS,1962,597494450
737,Saudi Arabia,SAU,1962,4362788
738,Sudan,SDN,1962,8004122
739,Senegal,SEN,1962,3386803
740,Singapore,SGP,1962,1750200
741,Solomon Islands,SLB,1962,125040
742,Sierra Leone,SLE,1962,2388759
743,El Salvador,SLV,1962,2931187
744,San Marino,SMR,1962,16255
745,Somalia,SOM,1962,2874215
746,Serbia,SRB,1962,6696000
747,Sub-Saharan Africa (excluding high income),SSA,1962,238077562
748,South Sudan,SSD,1962,2951041
749,Sub-Saharan Africa,SSF,1962,238121604
750,Small states,SST,1962,14762137
751,Sao Tome and Principe,STP,1962,64478
752,Suriname,SUR,1962,303894
753,Slovak Republic,SVK,1962,4238188
754,Slovenia,SVN,1962,1603649
755,Sweden,SWE,1962,7561588
756,Eswatini,SWZ,1962,350155
757,Sint Maarten (Dutch part),SXM,1962,3367
758,Seychelles,SYC,1962,44042
759,Syrian Arab Republic,SYR,1962,4875429
760,Turks and Caicos Islands,TCA,1962,5884
761,Chad,TCD,1962,3121226
762,East Asia & Pacific (IDA & IBRD countries),TEA,1962,894536202
763,Europe & Central Asia (IDA & IBRD countries),TEC,1962,317744155
764,Togo,TGO,1962,1612761
765,Thailand,THA,1962,29080945
766,Tajikistan,TJK,1962,2236564
767,Turkmenistan,TKM,1962,1715408
768,Latin America & the Caribbean (IDA & IBRD countries),TLA,1962,221676249
769,Timor-Leste,TLS,1962,491575
770,Middle East & North Africa (IDA & IBRD countries),TMN,1962,102808039
771,Tonga,TON,1962,66233
772,South Asia (IDA & IBRD),TSA,1962,597494450
773,Sub-Saharan Africa (IDA & IBRD countries),TSS,1962,238121604
774,Trinidad and Tobago,TTO,1962,879436
775,Tunisia,TUN,1962,4305477
776,Turkiye,TUR,1962,28832831
777,Tuvalu,TUV,1962,5340
778,Tanzania,TZA,1962,10651954
779,Uganda,UGA,1962,7215799
780,Ukraine,UKR,1962,43752227
781,Upper middle income,UMC,1962,1134490391
782,Uruguay,URY,1962,2603883
783,United States,USA,1962,186538000
784,Uzbekistan,UZB,1962,9113629
785,St. Vincent and the Grenadines,VCT,1962,83239
786,"Venezuela, RB",VEN,1962,8742780
787,British Virgin Islands,VGB,1962,8319
788,Virgin Islands (U.S.),VIR,1962,35000
789,Vietnam,VNM,1962,34683410
790,Vanuatu,VUT,1962,67793
791,World,WLD,1962,3124561005
792,Samoa,WSM,1962,115768
793,Kosovo,XKX,1962,994000
794,"Yemen, Rep.",YEM,1962,5473671
795,South Africa,ZAF,1962,17965733
796,Zambia,ZMB,1962,3260645
797,Zimbabwe,ZWE,1962,4039209
798,Aruba,ABW,1963,56699
799,Africa Eastern and Southern,AFE,1963,141202036
800,Afghanistan,AFG,1963,9543200
801,Africa Western and Central,AFW,1963,102691339
802,Angola,AGO,1963,5679409
803,Albania,ALB,1963,1762621
804,Andorra,AND,1963,16407
805,Arab World,ARB,1963,100034191
806,United Arab Emirates,ARE,1963,125130
807,Argentina,ARG,1963,21488916
808,Armenia,ARM,1963,2077584
809,American Samoa,ASM,1963,22029
810,Antigua and Barbuda,ATG,1963,56701
811,Australia,AUS,1963,10950000
812,Austria,AUT,1963,7175811
813,Azerbaijan,AZE,1963,4315127
814,Burundi,BDI,1963,2964416
815,Belgium,BEL,1963,9289770
816,Benin,BEN,1963,2542864
817,Burkina Faso,BFA,1963,5027811
818,Bangladesh,BGD,1963,52202008
819,Bulgaria,BGR,1963,8078145
820,Bahrain,BHR,1963,178142
821,"Bahamas, The",BHS,1963,127340
822,Bosnia and Herzegovina,BIH,1963,3417573
823,Belarus,BLR,1963,8437232
824,Belize,BLZ,1963,100165
825,Bermuda,BMU,1963,47700
826,Bolivia,BOL,1963,3879191
827,Brazil,BRA,1963,78772647
828,Barbados,BRB,1963,233632
829,Brunei Darussalam,BRN,1963,93540
830,Bhutan,BTN,1963,240529
831,Botswana,BWA,1963,535692
832,Central African Republic,CAF,1963,1579375
833,Canada,CAN,1963,18964000
834,Central Europe and the Baltics,CEB,1963,93840016
835,Switzerland,CHE,1963,5694247
836,Channel Islands,CHI,1963,112591
837,Chile,CHL,1963,8650390
838,China,CHN,1963,682335000
839,Cote d'Ivoire,CIV,1963,3918630
840,Cameroon,CMR,1963,5518104
841,"Congo, Dem. Rep.",COD,1963,16461828
842,"Congo, Rep.",COG,1963,1096638
843,Colombia,COL,1963,17629978
844,Comoros,COM,1963,200371
845,Cabo Verde,CPV,1963,216087
846,Costa Rica,CRI,1963,1486555
847,Caribbean small states,CSS,1963,4432240
848,Cuba,CUB,1963,7623300
849,Curacao,CUW,1963,130860
850,Cayman Islands,CYM,1963,8219
851,Cyprus,CYP,1963,577918
852,Czechia,CZE,1963,9670685
853,Germany,DEU,1963,74714353
854,Djibouti,DJI,1963,100618
855,Dominica,DMA,1963,62917
856,Denmark,DNK,1963,4684483
857,Dominican Republic,DOM,1963,3638110
858,Algeria,DZA,1963,11912800
859,East Asia & Pacific (excluding high income),EAP,1963,929645285
860,Early-demographic dividend,EAR,1963,1051972834
861,East Asia & Pacific,EAS,1963,1083884354
862,Europe & Central Asia (excluding high income),ECA,1963,268766831
863,Europe & Central Asia,ECS,1963,690411692
864,Ecuador,ECU,1963,4948991
865,"Egypt, Arab Rep.",EGY,1963,28871383
866,Euro area,EMU,1963,272655396
867,Eritrea,ERI,1963,1088859
868,Spain,ESP,1963,31296651
869,Estonia,EST,1963,1258857
870,Ethiopia,ETH,1963,23798418
871,European Union,EUU,1963,366516509
872,Fragile and conflict affected situations,FCS,1963,261136143
873,Finland,FIN,1963,4523309
874,Fiji,FJI,1963,436303
875,France,FRA,1963,48582624
876,Faroe Islands,FRO,1963,35965
877,"Micronesia, Fed. Sts.",FSM,1963,48856
878,Gabon,GAB,1963,517573
879,United Kingdom,GBR,1963,53650000
880,Georgia,GEO,1963,3816100
881,Ghana,GHA,1963,7300124
882,Gibraltar,GIB,1963,24889
883,Guinea,GIN,1963,3672560
884,"Gambia, The",GMB,1963,387635
885,Guinea-Bissau,GNB,1963,635008
886,Equatorial Guinea,GNQ,1963,266005
887,Greece,GRC,1963,8479625
888,Grenada,GRD,1963,93409
889,Greenland,GRL,1963,36400
890,Guatemala,GTM,1963,4508444
891,Guam,GUM,1963,71289
892,Guyana,GUY,1963,622580
893,High income,HIC,1963,809385030
894,"Hong Kong SAR, China",HKG,1963,3420900
895,Honduras,HND,1963,2216712
896,Heavily indebted poor countries (HIPC),HPC,1963,173722891
897,Croatia,HRV,1963,4225675
898,Haiti,HTI,1963,4097755
899,Hungary,HUN,1963,10087947
900,IBRD only,IBD,1963,2019553695
901,IDA & IBRD total,IBT,1963,2427869417
902,IDA total,IDA,1963,408315722
903,IDA blend,IDB,1963,129443834
904,Indonesia,IDN,1963,95015295
905,IDA only,IDX,1963,278871888
906,Isle of Man,IMN,1963,48800
907,India,IND,1963,478825602
908,Not classified,INX,1963,
909,Ireland,IRL,1963,2852650
910,"Iran, Islamic Rep.",IRN,1963,23680246
911,Iraq,IRQ,1963,7888910
912,Iceland,ISL,1963,185653
913,Israel,ISR,1963,2379000
914,Italy,ITA,1963,51252000
915,Jamaica,JAM,1963,1703660
916,Jordan,JOR,1963,1050212
917,Japan,JPN,1963,95900000
918,Kazakhstan,KAZ,1963,11147860
919,Kenya,KEN,1963,8928510
920,Kyrgyz Republic,KGZ,1963,2413700
921,Cambodia,KHM,1963,6183586
922,Kiribati,KIR,1963,44342
923,St. Kitts and Nevis,KNA,1963,50529
924,"Korea, Rep.",KOR,1963,27261747
925,Kuwait,KWT,1963,378756
926,Latin America & Caribbean (excluding high income),LAC,1963,212913161
927,Lao PDR,LAO,1963,2273352
928,Lebanon,LBN,1963,1984999
929,Liberia,LBR,1963,1191796
930,Libya,LBY,1963,1607168
931,St. Lucia,LCA,1963,93214
932,Latin America & Caribbean,LCN,1963,238612680
933,Least developed countries: UN classification,LDC,1963,257838094
934,Low income,LIC,1963,150606788
935,Liechtenstein,LIE,1963,17724
936,Sri Lanka,LKA,1963,10597516
937,Lower middle income,LMC,1963,1058918092
938,Low & middle income,LMY,1963,2371218025
939,Lesotho,LSO,1963,886061
940,Late-demographic dividend,LTE,1963,1139889997
941,Lithuania,LTU,1963,2898950
942,Luxembourg,LUX,1963,324100
943,Latvia,LVA,1963,2210919
944,"Macao SAR, China",MAC,1963,184245
945,St. Martin (French part),MAF,1963,4179
946,Morocco,MAR,1963,13478425
947,Monaco,MCO,1963,23165
948,Moldova,MDA,1963,2185050
949,Madagascar,MDG,1963,5486319
950,Maldives,MDV,1963,97540
951,Middle East & North Africa,MEA,1963,114101578
952,Mexico,MEX,1963,41462373
953,Marshall Islands,MHL,1963,16111
954,Middle income,MIC,1963,2220611237
955,North Macedonia,MKD,1963,1547449
956,Mali,MLI,1963,5441618
957,Malta,MLT,1963,322550
958,Myanmar,MMR,1963,23198238
959,Middle East & North Africa (excluding high income),MNA,1963,105546241
960,Montenegro,MNE,1963,513409
961,Mongolia,MNG,1963,1042387
962,Northern Mariana Islands,MNP,1963,10591
963,Mozambique,MOZ,1963,7679465
964,Mauritania,MRT,1963,928742
965,Mauritius,MUS,1963,718861
966,Malawi,MWI,1963,3933914
967,Malaysia,MYS,1963,8973791
968,North America,NAC,1963,208253700
969,Namibia,NAM,1963,681633
970,New Caledonia,NCL,1963,85700
971,Niger,NER,1963,3693985
972,Nigeria,NGA,1963,48032932
973,Nicaragua,NIC,1963,1946240
974,Netherlands,NLD,1963,11965966
975,Norway,NOR,1963,3666537
976,Nepal,NPL,1963,10604620
977,Nauru,NRU,1963,5270
978,New Zealand,NZL,1963,2531800
979,OECD members,OED,1963,843700013
980,Oman,OMN,1963,593498
981,Other small states,OSS,1963,9659416
982,Pakistan,PAK,1963,48387293
983,Panama,PAN,1963,1238893
984,Peru,PER,1963,11062295
985,Philippines,PHL,1963,29012630
986,Palau,PLW,1963,10566
987,Papua New Guinea,PNG,1963,2385943
988,Poland,POL,1963,30712000
989,Pre-demographic dividend,PRE,1963,200997696
990,Puerto Rico,PRI,1963,2504530
991,"Korea, Dem. People's Rep.",PRK,1963,12065468
992,Portugal,PRT,1963,9030355
993,Paraguay,PRY,1963,2060340
994,West Bank and Gaza,PSE,1963,
995,Pacific island small states,PSS,1963,954098
996,Post-demographic dividend,PST,1963,783141819
997,French Polynesia,PYF,1963,86847
998,Qatar,QAT,1963,61721
999,Romania,ROU,1963,18797850
1000,Russian Federation,RUS,1963,123960000
1001,Rwanda,RWA,1963,3105417
1002,South Asia,SAS,1963,610498308
1003,Saudi Arabia,SAU,1963,4516540
1004,Sudan,SDN,1963,8248818
1005,Senegal,SEN,1963,3481654
1006,Singapore,SGP,1963,1795000
1007,Solomon Islands,SLB,1963,128838
1008,Sierra Leone,SLE,1963,2426864
1009,El Salvador,SLV,1963,3019224
1010,San Marino,SMR,1963,16669
1011,Somalia,SOM,1963,2936478
1012,Serbia,SRB,1963,6732000
1013,Sub-Saharan Africa (excluding high income),SSA,1963,243848199
1014,South Sudan,SSD,1963,3009061
1015,Sub-Saharan Africa,SSF,1963,243893375
1016,Small states,SST,1963,15045754
1017,Sao Tome and Principe,STP,1963,64237
1018,Suriname,SUR,1963,311945
1019,Slovak Republic,SVK,1963,4282017
1020,Slovenia,SVN,1963,1616971
1021,Sweden,SWE,1963,7604328
1022,Eswatini,SWZ,1963,357279
1023,Sint Maarten (Dutch part),SXM,1963,3703
1024,Seychelles,SYC,1963,45176
1025,Syrian Arab Republic,SYR,1963,5034639
1026,Turks and Caicos Islands,TCA,1963,5870
1027,Chad,TCD,1963,3183576
1028,East Asia & Pacific (IDA & IBRD countries),TEA,1963,917563058
1029,Europe & Central Asia (IDA & IBRD countries),TEC,1963,322502356
1030,Togo,TGO,1963,1631758
1031,Thailand,THA,1963,29966873
1032,Tajikistan,TJK,1963,2318252
1033,Turkmenistan,TKM,1963,1773854
1034,Latin America & the Caribbean (IDA & IBRD countries),TLA,1963,227866079
1035,Timor-Leste,TLS,1963,500652
1036,Middle East & North Africa (IDA & IBRD countries),TMN,1963,105546241
1037,Tonga,TON,1963,68975
1038,South Asia (IDA & IBRD),TSA,1963,610498308
1039,Sub-Saharan Africa (IDA & IBRD countries),TSS,1963,243893375
1040,Trinidad and Tobago,TTO,1963,891948
1041,Tunisia,TUN,1963,4380074
1042,Turkiye,TUR,1963,29531362
1043,Tuvalu,TUV,1963,5341
1044,Tanzania,TZA,1963,10968196
1045,Uganda,UGA,1963,7461636
1046,Ukraine,UKR,1963,44288607
1047,Upper middle income,UMC,1963,1161693145
1048,Uruguay,URY,1963,2635125
1049,United States,USA,1963,189242000
1050,Uzbekistan,UZB,1963,9428906
1051,St. Vincent and the Grenadines,VCT,1963,84200
1052,"Venezuela, RB",VEN,1963,9052632
1053,British Virgin Islands,VGB,1963,8469
1054,Virgin Islands (U.S.),VIR,1963,39800
1055,Vietnam,VNM,1963,35721213
1056,Vanuatu,VUT,1963,69944
1057,World,WLD,1963,3189655687
1058,Samoa,WSM,1963,119552
1059,Kosovo,XKX,1963,1022000
1060,"Yemen, Rep.",YEM,1963,5556767
1061,South Africa,ZAF,1963,18423157
1062,Zambia,ZMB,1963,3360099
1063,Zimbabwe,ZWE,1963,4178726
1064,Aruba,ABW,1964,57029
1065,Africa Eastern and Southern,AFE,1964,144920186
1066,Afghanistan,AFG,1964,9744772
1067,Africa Western and Central,AFW,1964,104953470
1068,Angola,AGO,1964,5734995
1069,Albania,ALB,1964,1814135
1070,Andorra,AND,1964,17466
1071,Arab World,ARB,1964,102832792
1072,United Arab Emirates,ARE,1964,138049
1073,Argentina,ARG,1964,21824427
1074,Armenia,ARM,1964,2145004
1075,American Samoa,ASM,1964,22850
1076,Antigua and Barbuda,ATG,1964,57641
1077,Australia,AUS,1964,11167000
1078,Austria,AUT,1964,7223801
1079,Azerbaijan,AZE,1964,4456691
1080,Burundi,BDI,1964,3026292
1081,Belgium,BEL,1964,9378113
1082,Benin,BEN,1964,2585961
1083,Burkina Faso,BFA,1964,5098891
1084,Bangladesh,BGD,1964,53741721
1085,Bulgaria,BGR,1964,8144340
1086,Bahrain,BHR,1964,182888
1087,"Bahamas, The",BHS,1964,133705
1088,Bosnia and Herzegovina,BIH,1964,3478999
1089,Belarus,BLR,1964,8524224
1090,Belize,BLZ,1964,103069
1091,Bermuda,BMU,1964,48900
1092,Bolivia,BOL,1964,3957759
1093,Brazil,BRA,1964,81064572
1094,Barbados,BRB,1964,234588
1095,Brunei Darussalam,BRN,1964,97819
1096,Bhutan,BTN,1964,246961
1097,Botswana,BWA,1964,547870
1098,Central African Republic,CAF,1964,1608618
1099,Canada,CAN,1964,19325000
1100,Central Europe and the Baltics,CEB,1964,94715795
1101,Switzerland,CHE,1964,5789228
1102,Channel Islands,CHI,1964,113777
1103,Chile,CHL,1964,8821855
1104,China,CHN,1964,698355000
1105,Cote d'Ivoire,CIV,1964,4071411
1106,Cameroon,CMR,1964,5643039
1107,"Congo, Dem. Rep.",COD,1964,16903830
1108,"Congo, Rep.",COG,1964,1125354
1109,Colombia,COL,1964,18175187
1110,Comoros,COM,1964,203762
1111,Cabo Verde,CPV,1964,222949
1112,Costa Rica,CRI,1964,1539942
1113,Caribbean small states,CSS,1964,4508189
1114,Cuba,CUB,1964,7793258
1115,Curacao,CUW,1964,133148
1116,Cayman Islands,CYM,1964,8299
1117,Cyprus,CYP,1964,578628
1118,Czechia,CZE,1964,9727804
1119,Germany,DEU,1964,75318337
1120,Djibouti,DJI,1964,107582
1121,Dominica,DMA,1964,63921
1122,Denmark,DNK,1964,4722072
1123,Dominican Republic,DOM,1964,3757123
1124,Algeria,DZA,1964,12221675
1125,East Asia & Pacific (excluding high income),EAP,1964,952505018
1126,Early-demographic dividend,EAR,1964,1077531237
1127,East Asia & Pacific,EAS,1964,1109291332
1128,Europe & Central Asia (excluding high income),ECA,1964,272959744
1129,Europe & Central Asia,ECS,1964,698355574
1130,Ecuador,ECU,1964,5093848
1131,"Egypt, Arab Rep.",EGY,1964,29644875
1132,Euro area,EMU,1964,275163380
1133,Eritrea,ERI,1964,1118152
1134,Spain,ESP,1964,31609195
1135,Estonia,EST,1964,1277086
1136,Ethiopia,ETH,1964,24397010
1137,European Union,EUU,1964,369850237
1138,Fragile and conflict affected situations,FCS,1964,266820455
1139,Finland,FIN,1964,4548543
1140,Fiji,FJI,1964,450538
1141,France,FRA,1964,49230585
1142,Faroe Islands,FRO,1964,36409
1143,"Micronesia, Fed. Sts.",FSM,1964,50476
1144,Gabon,GAB,1964,524891
1145,United Kingdom,GBR,1964,54000000
1146,Georgia,GEO,1964,3870300
1147,Ghana,GHA,1964,7524470
1148,Gibraltar,GIB,1964,25478
1149,Guinea,GIN,1964,3735912
1150,"Gambia, The",GMB,1964,396012
1151,Guinea-Bissau,GNB,1964,641821
1152,Equatorial Guinea,GNQ,1964,270616
1153,Greece,GRC,1964,8510429
1154,Grenada,GRD,1964,94122
1155,Greenland,GRL,1964,37600
1156,Guatemala,GTM,1964,4640795
1157,Guam,GUM,1964,73047
1158,Guyana,GUY,1964,637835
1159,High income,HIC,1964,819344462
1160,"Hong Kong SAR, China",HKG,1964,3504600
1161,Honduras,HND,1964,2280044
1162,Heavily indebted poor countries (HIPC),HPC,1964,178048131
1163,Croatia,HRV,1964,4252876
1164,Haiti,HTI,1964,4177631
1165,Hungary,HUN,1964,10119835
1166,IBRD only,IBD,1964,2065153294
1167,IDA & IBRD total,IBT,1964,2483839827
1168,IDA total,IDA,1964,418686533
1169,IDA blend,IDB,1964,132726682
1170,Indonesia,IDN,1964,97596728
1171,IDA only,IDX,1964,285959851
1172,Isle of Man,IMN,1964,49396
1173,India,IND,1964,488848139
1174,Not classified,INX,1964,
1175,Ireland,IRL,1964,2866550
1176,"Iran, Islamic Rep.",IRN,1964,24307855
1177,Iraq,IRQ,1964,8122199
1178,Iceland,ISL,1964,188983
1179,Israel,ISR,1964,2475000
1180,Italy,ITA,1964,51675350
1181,Jamaica,JAM,1964,1730739
1182,Jordan,JOR,1964,1102404
1183,Japan,JPN,1964,96903000
1184,Kazakhstan,KAZ,1964,11511856
1185,Kenya,KEN,1964,9222692
1186,Kyrgyz Republic,KGZ,1964,2495300
1187,Cambodia,KHM,1964,6331443
1188,Kiribati,KIR,1964,45392
1189,St. Kitts and Nevis,KNA,1964,49928
1190,"Korea, Rep.",KOR,1964,27984155
1191,Kuwait,KWT,1964,423900
1192,Latin America & Caribbean (excluding high income),LAC,1964,218820356
1193,Lao PDR,LAO,1964,2327137
1194,Lebanon,LBN,1964,2041231
1195,Liberia,LBR,1964,1217905
1196,Libya,LBY,1964,1667822
1197,St. Lucia,LCA,1964,94637
1198,Latin America & Caribbean,LCN,1964,245147710
1199,Least developed countries: UN classification,LDC,1964,264101960
1200,Low income,LIC,1964,154131490
1201,Liechtenstein,LIE,1964,18170
1202,Sri Lanka,LKA,1964,10849977
1203,Lower middle income,LMC,1964,1083774162
1204,Low & middle income,LMY,1964,2426432129
1205,Lesotho,LSO,1964,903757
1206,Late-demographic dividend,LTE,1964,1165421495
1207,Lithuania,LTU,1964,2935200
1208,Luxembourg,LUX,1964,327750
1209,Latvia,LVA,1964,2240623
1210,"Macao SAR, China",MAC,1964,193556
1211,St. Martin (French part),MAF,1964,4302
1212,Morocco,MAR,1964,13857656
1213,Monaco,MCO,1964,23236
1214,Moldova,MDA,1964,2228429
1215,Madagascar,MDG,1964,5625164
1216,Maldives,MDV,1964,100177
1217,Middle East & North Africa,MEA,1964,117271192
1218,Mexico,MEX,1964,42771077
1219,Marshall Islands,MHL,1964,16710
1220,Middle income,MIC,1964,2272300639
1221,North Macedonia,MKD,1964,1569139
1222,Mali,MLI,1964,5503750
1223,Malta,MLT,1964,321250
1224,Myanmar,MMR,1964,23717785
1225,Middle East & North Africa (excluding high income),MNA,1964,108376349
1226,Montenegro,MNE,1964,521753
1227,Mongolia,MNG,1964,1074518
1228,Northern Mariana Islands,MNP,1964,10780
1229,Mozambique,MOZ,1964,7857107
1230,Mauritania,MRT,1964,956794
1231,Mauritius,MUS,1964,736381
1232,Malawi,MWI,1964,4032364
1233,Malaysia,MYS,1964,9253827
1234,North America,NAC,1964,211262900
1235,Namibia,NAM,1964,698797
1236,New Caledonia,NCL,1964,88100
1237,Niger,NER,1964,3802802
1238,Nigeria,NGA,1964,49066762
1239,Nicaragua,NIC,1964,2006478
1240,Netherlands,NLD,1964,12127120
1241,Norway,NOR,1964,3694339
1242,Nepal,NPL,1964,10783958
1243,Nauru,NRU,1964,5590
1244,New Zealand,NZL,1964,2585400
1245,OECD members,OED,1964,855187441
1246,Oman,OMN,1964,608890
1247,Other small states,OSS,1964,9840401
1248,Pakistan,PAK,1964,49627623
1249,Panama,PAN,1964,1276331
1250,Peru,PER,1964,11383364
1251,Philippines,PHL,1964,29958687
1252,Palau,PLW,1964,10792
1253,Papua New Guinea,PNG,1964,2434220
1254,Poland,POL,1964,31139450
1255,Pre-demographic dividend,PRE,1964,205835402
1256,Puerto Rico,PRI,1964,2554066
1257,"Korea, Dem. People's Rep.",PRK,1964,12282417
1258,Portugal,PRT,1964,9035365
1259,Paraguay,PRY,1964,2115573
1260,West Bank and Gaza,PSE,1964,
1261,Pacific island small states,PSS,1964,984824
1262,Post-demographic dividend,PST,1964,792263980
1263,French Polynesia,PYF,1964,90132
1264,Qatar,QAT,1964,67562
1265,Romania,ROU,1964,18919126
1266,Russian Federation,RUS,1964,125345000
1267,Rwanda,RWA,1964,3164258
1268,South Asia,SAS,1964,623943328
1269,Saudi Arabia,SAU,1964,4677304
1270,Sudan,SDN,1964,8503989
1271,Senegal,SEN,1964,3580241
1272,Singapore,SGP,1964,1841600
1273,Solomon Islands,SLB,1964,132766
1274,Sierra Leone,SLE,1964,2466671
1275,El Salvador,SLV,1964,3109571
1276,San Marino,SMR,1964,17101
1277,Somalia,SOM,1964,3001160
1278,Serbia,SRB,1964,6765000
1279,Sub-Saharan Africa (excluding high income),SSA,1964,249827334
1280,South Sudan,SSD,1964,3069735
1281,Sub-Saharan Africa,SSF,1964,249873656
1282,Small states,SST,1964,15333414
1283,Sao Tome and Principe,STP,1964,64278
1284,Suriname,SUR,1964,320267
1285,Slovak Republic,SVK,1964,4327341
1286,Slovenia,SVN,1964,1632114
1287,Sweden,SWE,1964,7661354
1288,Eswatini,SWZ,1964,365120
1289,Sint Maarten (Dutch part),SXM,1964,4063
1290,Seychelles,SYC,1964,46322
1291,Syrian Arab Republic,SYR,1964,5200341
1292,Turks and Caicos Islands,TCA,1964,5851
1293,Chad,TCD,1964,3246527
1294,East Asia & Pacific (IDA & IBRD countries),TEA,1964,940205341
1295,Europe & Central Asia (IDA & IBRD countries),TEC,1964,327271196
1296,Togo,TGO,1964,1662073
1297,Thailand,THA,1964,30881136
1298,Tajikistan,TJK,1964,2402473
1299,Turkmenistan,TKM,1964,1833065
1300,Latin America & the Caribbean (IDA & IBRD countries),TLA,1964,234169957
